ID Cliente;ID Loja;Nome;PrimeiraCompra;CartaoFidelidade;Aniversario;Genero;AnoAniversario
5150;5;"Austin";2018-12-11 00:00:00,000;"391-638-6296";1993-12-24 00:00:00,000;"M";1993
5152;5;"Reese";2017-05-20 00:00:00,000;"582-152-1638";1958-10-24 00:00:00,000;"M";1958
5156;5;"Blaze";2019-02-19 00:00:00,000;"496-908-2991";1998-04-08 00:00:00,000;"M";1998
5157;5;"Kenneth";2017-09-19 00:00:00,000;"428-541-3414";1966-04-26 00:00:00,000;"M";1966
5159;5;"Avram";2018-05-27 00:00:00,000;"263-118-5732";1981-10-03 00:00:00,000;"M";1981
5165;5;"Cole";2017-03-02 00:00:00,000;"020-412-3304";1953-11-18 00:00:00,000;"M";1953
5166;5;"Tanek";2018-09-22 00:00:00,000;"385-098-4279";1989-01-17 00:00:00,000;"M";1989
5173;5;"Noble";2017-04-12 00:00:00,000;"162-328-7170";1956-06-15 00:00:00,000;"M";1956
5175;5;"Tobias";2017-01-22 00:00:00,000;"896-804-7572";1951-07-10 00:00:00,000;"M";1951
5179;5;"Caleb";2018-08-15 00:00:00,000;"745-334-0310";1986-09-09 00:00:00,000;"M";1986
5181;5;"Denton";2017-06-14 00:00:00,000;"182-084-7548";1960-04-25 00:00:00,000;"M";1960
5184;5;"Chaim";2019-01-22 00:00:00,000;"657-462-6151";1996-07-20 00:00:00,000;"M";1996
5190;5;"Jonah";2018-02-22 00:00:00,000;"413-164-0301";1975-12-20 00:00:00,000;"M";1975
5197;5;"Derek";2018-08-26 00:00:00,000;"749-469-4407";1987-05-02 00:00:00,000;"M";1987
5200;5;"Henry";2017-06-07 00:00:00,000;"478-143-2547";1959-11-20 00:00:00,000;"M";1959
5203;5;"Uriah";2017-06-10 00:00:00,000;"985-548-1184";1960-02-06 00:00:00,000;"M";1960
5208;5;"Forrest";2019-01-15 00:00:00,000;"432-049-8822";1996-02-15 00:00:00,000;"M";1996
5209;5;"Louis";2018-03-22 00:00:00,000;"704-155-1172";1977-09-06 00:00:00,000;"M";1977
5214;5;"Stephen";2017-04-02 00:00:00,000;"511-683-2944";1955-10-24 00:00:00,000;"M";1955
5217;5;"Kennan";2018-01-01 00:00:00,000;"680-885-7966";1972-10-01 00:00:00,000;"M";1972
5234;5;"Mark";2017-05-27 00:00:00,000;"761-662-6613";1959-03-30 00:00:00,000;"M";1959
5235;5;"Hamilton";2017-07-19 00:00:00,000;"815-241-7834";1962-06-17 00:00:00,000;"M";1962
5237;5;"Gavin";2017-02-09 00:00:00,000;"130-526-4232";1952-08-05 00:00:00,000;"M";1952
5245;5;"Colton";2018-07-22 00:00:00,000;"713-783-5494";1985-03-10 00:00:00,000;"M";1985
5246;5;"Hamilton";2017-02-16 00:00:00,000;"988-058-1737";1953-01-09 00:00:00,000;"M";1953
5248;5;"Ulysses";2017-03-29 00:00:00,000;"177-660-1818";1955-08-06 00:00:00,000;"M";1955
5250;5;"Marshall";2018-04-09 00:00:00,000;"300-036-1127";1978-10-03 00:00:00,000;"M";1978
5251;5;"Daquan";2018-08-08 00:00:00,000;"586-264-7261";1986-04-05 00:00:00,000;"M";1986
5252;5;"Ethan";2017-11-28 00:00:00,000;"505-955-9439";1970-08-10 00:00:00,000;"M";1970
5253;5;"Lester";2017-10-24 00:00:00,000;"838-321-7219";1968-06-18 00:00:00,000;"M";1968
5255;5;"Peter";2017-01-08 00:00:00,000;"647-631-6884";1950-08-31 00:00:00,000;"M";1950
5261;5;"Vernon";2017-11-17 00:00:00,000;"525-598-5856";1969-12-18 00:00:00,000;"M";1969
5266;5;"Forrest";2018-04-26 00:00:00,000;"182-937-0529";1979-10-30 00:00:00,000;"M";1979
5274;5;"Garrett";2018-01-15 00:00:00,000;"416-019-0682";1973-08-10 00:00:00,000;"M";1973
5276;5;"Ralph";2019-01-05 00:00:00,000;"044-212-0921";1995-06-25 00:00:00,000;"M";1995
5282;5;"Deacon";2017-09-26 00:00:00,000;"576-293-5921";1966-09-30 00:00:00,000;"M";1966
5283;5;"Christopher";2017-10-13 00:00:00,000;"860-520-5537";1967-10-27 00:00:00,000;"M";1967
5286;5;"Benedict";2018-12-29 00:00:00,000;"935-535-6082";1995-01-19 00:00:00,000;"M";1995
5288;5;"Nissim";2018-05-13 00:00:00,000;"099-398-2956";1980-11-24 00:00:00,000;"M";1980
5289;5;"Berk";2017-12-25 00:00:00,000;"642-010-6737";1972-04-27 00:00:00,000;"M";1972
5293;5;"Connor";2017-09-30 00:00:00,000;"089-233-2747";1966-12-17 00:00:00,000;"M";1966
5296;5;"Noble";2017-07-15 00:00:00,000;"693-736-9309";1962-03-30 00:00:00,000;"M";1962
5298;5;"Emmanuel";2017-10-27 00:00:00,000;"753-120-3347";1968-09-04 00:00:00,000;"M";1968
5301;5;"Oliver";2018-08-29 00:00:00,000;"005-168-2905";1987-07-19 00:00:00,000;"M";1987
5302;5;"Kermit";2017-01-19 00:00:00,000;"465-652-0937";1951-04-23 00:00:00,000;"M";1951
5307;5;"Luke";2017-02-12 00:00:00,000;"025-781-5658";1952-10-22 00:00:00,000;"M";1952
5308;5;"Fulton";2017-04-09 00:00:00,000;"120-529-9185";1956-03-28 00:00:00,000;"M";1956
5310;5;"Michael";2018-05-24 00:00:00,000;"316-013-9732";1981-07-17 00:00:00,000;"M";1981
5313;5;"Stuart";2017-07-08 00:00:00,000;"874-823-7184";1961-10-25 00:00:00,000;"M";1961
5322;5;"Colby";2017-04-23 00:00:00,000;"981-321-7303";1957-02-05 00:00:00,000;"M";1957
5324;5;"Aquila";2018-05-10 00:00:00,000;"057-816-8511";1980-09-07 00:00:00,000;"M";1980
5329;5;"Reuben";2017-09-05 00:00:00,000;"457-540-8309";1965-06-17 00:00:00,000;"M";1965
5330;5;"Arden";2017-05-03 00:00:00,000;"548-136-1769";1957-09-28 00:00:00,000;"M";1957
5334;5;"Emerson";2018-12-25 00:00:00,000;"686-016-0404";1994-11-02 00:00:00,000;"M";1994
5336;5;"Flynn";2018-09-15 00:00:00,000;"367-050-1539";1988-08-14 00:00:00,000;"M";1988
5343;5;"Amir";2019-01-19 00:00:00,000;"325-179-5859";1996-05-03 00:00:00,000;"M";1996
5348;5;"Jeremy";2018-03-19 00:00:00,000;"199-898-1525";1977-06-20 00:00:00,000;"M";1977
5349;5;"Burke";2017-08-01 00:00:00,000;"418-483-0923";1963-04-26 00:00:00,000;"M";1963
5355;5;"Reece";2018-11-21 00:00:00,000;"439-322-6319";1992-09-10 00:00:00,000;"M";1992
5361;5;"Merrill";2017-01-12 00:00:00,000;"870-005-5072";1950-11-17 00:00:00,000;"M";1950
5363;5;"Dominic";2017-12-18 00:00:00,000;"789-046-7558";1971-11-23 00:00:00,000;"M";1971
5368;5;"Asher";2018-03-08 00:00:00,000;"853-563-7893";1976-10-28 00:00:00,000;"M";1976
5369;5;"Arthur";2018-10-27 00:00:00,000;"518-376-8581";1991-03-11 00:00:00,000;"M";1991
5373;5;"Fletcher";2017-05-17 00:00:00,000;"561-734-8636";1958-08-07 00:00:00,000;"M";1958
5376;5;"Gareth";2017-07-12 00:00:00,000;"480-567-7288";1962-01-11 00:00:00,000;"M";1962
5380;5;"Hoyt";2017-08-29 00:00:00,000;"517-444-0395";1965-01-12 00:00:00,000;"M";1965
5385;5;"Hashim";2018-06-24 00:00:00,000;"983-365-6886";1983-06-22 00:00:00,000;"M";1983
5386;5;"Dane";2018-12-01 00:00:00,000;"627-582-4732";1993-05-03 00:00:00,000;"M";1993
5392;5;"Chaim";2018-10-10 00:00:00,000;"912-745-3509";1990-02-13 00:00:00,000;"M";1990
5399;5;"Howard";2017-07-26 00:00:00,000;"143-081-8750";1962-11-20 00:00:00,000;"M";1962
5400;5;"Felix";2019-02-26 00:00:00,000;"324-947-5337";1998-09-12 00:00:00,000;"M";1998
5402;5;"Cade";2018-01-19 00:00:00,000;"686-992-4150";1973-10-28 00:00:00,000;"M";1973
5411;5;"Chaim";2019-04-05 00:00:00,000;"276-505-4679";2001-01-20 00:00:00,000;"M";2001
5413;5;"Wylie";2018-07-15 00:00:00,000;"873-145-4601";1984-10-04 00:00:00,000;"M";1984
5415;5;"Jamal";2019-02-01 00:00:00,000;"511-615-1983";1997-03-12 00:00:00,000;"M";1997
5418;5;"Malachi";2018-03-29 00:00:00,000;"225-708-1961";1978-02-10 00:00:00,000;"M";1978
5425;5;"Emery";2018-09-09 00:00:00,000;"101-451-3071";1988-03-10 00:00:00,000;"M";1988
5428;5;"Hall";2019-01-08 00:00:00,000;"815-140-7886";1995-09-11 00:00:00,000;"M";1995
5440;5;"Jeremy";2017-02-19 00:00:00,000;"605-776-1391";1953-03-28 00:00:00,000;"M";1953
5450;5;"Keefe";2018-07-05 00:00:00,000;"818-993-0376";1984-02-12 00:00:00,000;"M";1984
5453;5;"Elvis";2017-08-26 00:00:00,000;"933-741-8192";1964-10-25 00:00:00,000;"M";1964
5457;5;"Hashim";2017-10-06 00:00:00,000;"358-502-5720";1967-05-23 00:00:00,000;"M";1967
5460;5;"Byron";2018-11-10 00:00:00,000;"211-831-7035";1992-01-19 00:00:00,000;"M";1992
5461;5;"Griffin";2017-05-24 00:00:00,000;"159-353-9518";1959-01-11 00:00:00,000;"M";1959
5467;5;"Edward";2017-07-01 00:00:00,000;"307-451-3515";1961-05-21 00:00:00,000;"M";1961
5478;5;"Marvin";2018-09-02 00:00:00,000;"395-875-2643";1987-10-05 00:00:00,000;"M";1987
5489;5;"Damon";2017-08-08 00:00:00,000;"366-830-7554";1963-09-30 00:00:00,000;"M";1963
5490;5;"Gabriel";2019-02-08 00:00:00,000;"705-146-7506";1997-08-16 00:00:00,000;"M";1997
5491;5;"Jared";2019-01-29 00:00:00,000;"293-384-7509";1996-12-24 00:00:00,000;"M";1996
5495;5;"Elton";2018-08-12 00:00:00,000;"991-517-1344";1986-06-22 00:00:00,000;"M";1986
5497;5;"Lawrence";2018-10-06 00:00:00,000;"335-836-3648";1989-11-27 00:00:00,000;"M";1989
5502;5;"Chancellor";2018-02-19 00:00:00,000;"715-287-7798";1975-10-03 00:00:00,000;"M";1975
5504;5;"Trevor";2017-04-26 00:00:00,000;"189-535-4267";1957-04-24 00:00:00,000;"M";1957
5511;5;"Driscoll";2018-02-26 00:00:00,000;"456-769-2802";1976-03-07 00:00:00,000;"M";1976
5514;5;"Lionel";2017-08-05 00:00:00,000;"289-279-1430";1963-07-13 00:00:00,000;"M";1963
5522;5;"Kareem";2019-02-22 00:00:00,000;"732-553-3641";1998-06-25 00:00:00,000;"M";1998
5526;5;"Ali";2018-12-15 00:00:00,000;"771-801-9797";1994-03-12 00:00:00,000;"M";1994
5530;5;"Hall";2017-03-22 00:00:00,000;"178-549-5253";1955-03-03 00:00:00,000;"M";1955
5531;5;"Demetrius";2017-02-23 00:00:00,000;"294-748-8799";1953-06-14 00:00:00,000;"M";1953
5532;5;"Erich";2018-01-22 00:00:00,000;"264-008-5987";1974-01-14 00:00:00,000;"M";1974
5536;5;"Griffin";2017-02-26 00:00:00,000;"138-740-0410";1953-09-01 00:00:00,000;"M";1953
5538;5;"Ashton";2018-11-03 00:00:00,000;"752-665-5203";1991-08-15 00:00:00,000;"M";1991
5540;5;"Kamal";2018-04-19 00:00:00,000;"791-828-9482";1979-05-26 00:00:00,000;"M";1979
5544;5;"Boris";2018-05-31 00:00:00,000;"309-893-6842";1981-12-21 00:00:00,000;"M";1981
5547;5;"Calvin";2017-06-17 00:00:00,000;"570-846-1685";1960-07-12 00:00:00,000;"M";1960
5552;5;"Akeem";2018-08-22 00:00:00,000;"583-439-3989";1987-02-12 00:00:00,000;"M";1987
5555;5;"Andrew";2019-03-19 00:00:00,000;"070-307-9056";1999-12-26 00:00:00,000;"M";1999
5556;5;"Ahmed";2018-06-03 00:00:00,000;"681-249-9162";1982-03-09 00:00:00,000;"M";1982
5558;5;"Armando";2017-03-09 00:00:00,000;"237-101-8524";1954-04-24 00:00:00,000;"M";1954
5567;5;"Richard";2018-07-01 00:00:00,000;"554-715-5852";1983-11-26 00:00:00,000;"M";1983
5569;5;"Dominic";2017-01-05 00:00:00,000;"970-909-8375";1950-06-14 00:00:00,000;"M";1950
5578;5;"Cadman";2018-10-17 00:00:00,000;"193-933-3795";1990-07-20 00:00:00,000;"M";1990
5582;5;"Cyrus";2017-06-28 00:00:00,000;"089-930-3165";1961-03-04 00:00:00,000;"M";1961
5586;5;"Kenyon";2018-04-23 00:00:00,000;"927-510-0229";1979-08-12 00:00:00,000;"M";1979
5601;5;"Harper";2017-01-15 00:00:00,000;"319-704-4103";1951-02-04 00:00:00,000;"M";1951
5604;5;"Ulysses";2017-06-24 00:00:00,000;"477-212-1276";1960-12-15 00:00:00,000;"M";1960
5608;5;"Reuben";2018-07-18 00:00:00,000;"268-225-7100";1984-12-21 00:00:00,000;"M";1984
5615;5;"Colton";2019-01-01 00:00:00,000;"285-607-1212";1995-04-08 00:00:00,000;"M";1995
5618;5;"Jason";2018-12-22 00:00:00,000;"568-700-6827";1994-08-16 00:00:00,000;"M";1994
5619;5;"Lyle";2017-06-21 00:00:00,000;"015-932-1466";1960-09-28 00:00:00,000;"M";1960
5623;5;"Malcolm";2018-07-11 00:00:00,000;"636-500-3354";1984-07-18 00:00:00,000;"M";1984
5643;5;"Thaddeus";2018-01-12 00:00:00,000;"761-321-5151";1973-05-24 00:00:00,000;"M";1973
5646;5;"Chadwick";2018-10-03 00:00:00,000;"800-697-3442";1989-09-09 00:00:00,000;"M";1989
5649;5;"Camden";2017-11-03 00:00:00,000;"149-271-9298";1969-02-08 00:00:00,000;"M";1969
5657;5;"Malachi";2017-03-26 00:00:00,000;"110-249-5840";1955-05-20 00:00:00,000;"M";1955
5665;5;"Ishmael";2018-09-05 00:00:00,000;"557-096-1117";1987-12-23 00:00:00,000;"M";1987
5666;5;"Carlos";2018-10-20 00:00:00,000;"140-597-1793";1990-10-06 00:00:00,000;"M";1990
5668;5;"Sean";2018-04-29 00:00:00,000;"609-773-7717";1980-01-16 00:00:00,000;"M";1980
5675;5;"Quinlan";2018-09-12 00:00:00,000;"575-066-9013";1988-05-27 00:00:00,000;"M";1988
5678;5;"Barry";2017-11-21 00:00:00,000;"378-301-6472";1970-03-06 00:00:00,000;"M";1970
5681;5;"Armand";2019-03-05 00:00:00,000;"942-085-0656";1999-02-15 00:00:00,000;"M";1999
5688;5;"Nathan";2018-05-17 00:00:00,000;"115-566-8022";1981-02-10 00:00:00,000;"M";1981
5690;5;"Jerry";2018-10-24 00:00:00,000;"886-737-3776";1990-12-23 00:00:00,000;"M";1990
5702;5;"Calvin";2017-11-07 00:00:00,000;"328-440-3381";1969-04-27 00:00:00,000;"M";1969
5716;5;"Amal";2017-09-16 00:00:00,000;"855-522-3681";1966-02-07 00:00:00,000;"M";1966
5719;5;"Hamish";2018-04-05 00:00:00,000;"014-927-8221";1978-07-17 00:00:00,000;"M";1978
5721;5;"Garth";2017-07-29 00:00:00,000;"613-060-6302";1963-02-07 00:00:00,000;"M";1963
5726;5;"Cyrus";2018-10-31 00:00:00,000;"368-309-5743";1991-05-29 00:00:00,000;"M";1991
5728;5;"Rudyard";2018-05-20 00:00:00,000;"878-738-4721";1981-04-30 00:00:00,000;"M";1981
5733;5;"Kasimir";2018-07-25 00:00:00,000;"253-744-1176";1985-05-27 00:00:00,000;"M";1985
5738;5;"Melvin";2018-02-12 00:00:00,000;"935-635-6480";1975-04-29 00:00:00,000;"M";1975
5743;5;"Dexter";2018-06-28 00:00:00,000;"795-508-7076";1983-09-08 00:00:00,000;"M";1983
5745;5;"Walter";2018-09-19 00:00:00,000;"654-279-3257";1988-10-31 00:00:00,000;"M";1988
5747;5;"Todd";2017-06-03 00:00:00,000;"369-323-9324";1959-09-03 00:00:00,000;"M";1959
5749;5;"Griffin";2019-02-05 00:00:00,000;"971-844-0691";1997-05-30 00:00:00,000;"M";1997
5760;5;"Darius";2018-06-21 00:00:00,000;"997-161-0175";1983-04-05 00:00:00,000;"M";1983
5761;5;"Judah";2017-04-19 00:00:00,000;"528-521-3911";1956-11-18 00:00:00,000;"M";1956
5762;5;"Laith";2018-03-15 00:00:00,000;"679-022-1245";1977-04-03 00:00:00,000;"M";1977
5764;5;"Castor";2018-08-05 00:00:00,000;"034-906-0015";1986-01-17 00:00:00,000;"M";1986
5765;5;"Peter";2017-12-05 00:00:00,000;"352-580-2901";1971-01-13 00:00:00,000;"M";1971
5770;5;"Thomas";2017-02-05 00:00:00,000;"832-452-8578";1952-05-19 00:00:00,000;"M";1952
5771;5;"Seth";2019-03-22 00:00:00,000;"084-842-4995";2000-03-13 00:00:00,000;"M";2000
5775;5;"Jasper";2018-12-08 00:00:00,000;"612-257-4411";1993-10-06 00:00:00,000;"M";1993
5776;5;"Brett";2017-05-07 00:00:00,000;"333-175-1894";1957-12-15 00:00:00,000;"M";1957
5780;5;"Keegan";2018-02-09 00:00:00,000;"978-515-9886";1975-02-10 00:00:00,000;"M";1975
5781;5;"Demetrius";2018-05-03 00:00:00,000;"727-628-7855";1980-04-03 00:00:00,000;"M";1980
5792;5;"Bert";2018-11-24 00:00:00,000;"960-739-4742";1992-11-27 00:00:00,000;"M";1992
5794;5;"Fletcher";2018-09-29 00:00:00,000;"653-061-5867";1989-06-23 00:00:00,000;"M";1989
5796;5;"Grant";2018-11-17 00:00:00,000;"476-297-2773";1992-06-23 00:00:00,000;"M";1992
5798;5;"Merritt";2017-03-05 00:00:00,000;"296-539-5353";1954-02-04 00:00:00,000;"M";1954
5801;5;"Chase";2019-04-02 00:00:00,000;"266-643-3920";2000-11-03 00:00:00,000;"M";2000
5808;5;"Hall";2019-03-29 00:00:00,000;"208-045-3842";2000-08-17 00:00:00,000;"M";2000
5812;5;"Orson";2019-03-15 00:00:00,000;"222-949-9089";1999-10-08 00:00:00,000;"M";1999
5815;5;"Todd";2018-04-12 00:00:00,000;"282-000-8902";1978-12-20 00:00:00,000;"M";1978
5823;5;"Giacomo";2018-07-08 00:00:00,000;"050-996-4007";1984-04-30 00:00:00,000;"M";1984
5824;5;"Zahir";2018-10-13 00:00:00,000;"542-418-7164";1990-05-02 00:00:00,000;"M";1990
5827;5;"Stephen";2018-02-05 00:00:00,000;"954-967-3270";1974-11-23 00:00:00,000;"M";1974
5834;5;"Reed";2019-02-15 00:00:00,000;"197-981-4560";1998-01-20 00:00:00,000;"M";1998
5835;5;"Gabriel";2018-01-05 00:00:00,000;"550-834-0896";1972-12-18 00:00:00,000;"M";1972
5839;5;"Raja";2017-05-14 00:00:00,000;"263-968-8360";1958-05-21 00:00:00,000;"M";1958
5841;5;"Stephen";2019-01-12 00:00:00,000;"042-468-2185";1995-11-29 00:00:00,000;"M";1995
5846;5;"Tate";2018-06-07 00:00:00,000;"266-674-7206";1982-05-26 00:00:00,000;"M";1982
5849;5;"Zephania";2019-03-12 00:00:00,000;"050-185-7967";1999-07-22 00:00:00,000;"M";1999
5850;5;"Robert";2017-03-12 00:00:00,000;"806-225-6625";1954-07-11 00:00:00,000;"M";1954
5853;5;"Thor";2017-12-29 00:00:00,000;"938-352-4399";1972-07-15 00:00:00,000;"M";1972
5857;5;"Josiah";2018-06-10 00:00:00,000;"237-975-7009";1982-08-13 00:00:00,000;"M";1982
5861;5;"Burke";2017-10-03 00:00:00,000;"593-885-3801";1967-03-06 00:00:00,000;"M";1967
5866;5;"Steven";2017-10-10 00:00:00,000;"034-831-6044";1967-08-09 00:00:00,000;"M";1967
5872;5;"Kieran";2018-03-12 00:00:00,000;"982-678-0251";1977-01-14 00:00:00,000;"M";1977
5876;5;"Hamish";2017-10-31 00:00:00,000;"821-247-1208";1968-11-21 00:00:00,000;"M";1968
5879;5;"Davis";2017-08-19 00:00:00,000;"587-229-0284";1964-05-22 00:00:00,000;"M";1964
5880;5;"Benedict";2018-05-06 00:00:00,000;"812-140-2220";1980-06-21 00:00:00,000;"M";1980
5884;5;"Fulton";2018-03-01 00:00:00,000;"234-603-1971";1976-05-24 00:00:00,000;"M";1976
5886;5;"Howard";2017-03-15 00:00:00,000;"466-791-4811";1954-09-27 00:00:00,000;"M";1954
5891;5;"Brendan";2018-02-02 00:00:00,000;"450-515-2777";1974-09-06 00:00:00,000;"M";1974
5893;5;"William";2017-07-05 00:00:00,000;"801-627-6226";1961-08-07 00:00:00,000;"M";1961
5894;5;"Hashim";2017-01-29 00:00:00,000;"767-953-6209";1951-12-14 00:00:00,000;"M";1951
5899;5;"Addison";2018-12-18 00:00:00,000;"420-908-0711";1994-05-29 00:00:00,000;"M";1994
5902;5;"Abbot";2019-01-26 00:00:00,000;"019-757-1798";1996-10-07 00:00:00,000;"M";1996
5906;5;"Jermaine";2017-03-19 00:00:00,000;"181-483-0023";1954-12-15 00:00:00,000;"M";1954
5908;5;"Tad";2017-01-26 00:00:00,000;"565-732-7471";1951-09-27 00:00:00,000;"M";1951
5917;5;"Raphael";2017-09-09 00:00:00,000;"850-624-0576";1965-09-03 00:00:00,000;"M";1965
5922;5;"Baxter";2018-01-08 00:00:00,000;"266-125-5950";1973-03-07 00:00:00,000;"M";1973
5926;5;"Ulysses";2017-05-10 00:00:00,000;"841-772-9674";1958-03-03 00:00:00,000;"M";1958
5933;5;"Lee";2018-01-26 00:00:00,000;"419-984-9508";1974-04-02 00:00:00,000;"M";1974
5936;5;"Ivor";2018-08-01 00:00:00,000;"514-551-4992";1985-10-31 00:00:00,000;"M";1985
5940;5;"Macon";2017-09-12 00:00:00,000;"408-702-3773";1965-11-21 00:00:00,000;"M";1965
1;3;"Kelly Key";2017-01-04 00:00:00,000;"908-424-2890";1950-05-29 00:00:00,000;"M";1950
2;3;"Clark Schroeder";2017-01-07 00:00:00,000;"032-732-6308";1950-07-30 00:00:00,000;"M";1950
3;3;"Elvis Cardenas";2017-01-10 00:00:00,000;"459-375-9187";1950-09-30 00:00:00,000;"M";1950
4;3;"Rafael Estes";2017-01-13 00:00:00,000;"576-640-9226";1950-12-01 00:00:00,000;"M";1950
5;3;"Colin Lynn";2017-01-15 00:00:00,000;"344-674-6569";1951-02-01 00:00:00,000;"M";1951
6;3;"Igor Beach";2017-01-18 00:00:00,000;"114-126-1992";1951-04-04 00:00:00,000;"M";1951
7;3;"Scott Holden";2017-01-21 00:00:00,000;"384-074-3606";1951-06-05 00:00:00,000;"M";1951
8;3;"Keegan Ayala";2017-01-24 00:00:00,000;"257-308-7675";1951-08-07 00:00:00,000;"M";1951
9;3;"Amir Byers";2017-01-26 00:00:00,000;"931-925-0273";1951-10-08 00:00:00,000;"M";1951
10;3;"Magee Malone";2017-01-29 00:00:00,000;"359-150-6747";1951-12-09 00:00:00,000;"M";1951
11;3;"Dolan Petty";2017-02-01 00:00:00,000;"547-881-4488";1952-02-09 00:00:00,000;"M";1952
12;3;"Wang Hebert";2017-02-04 00:00:00,000;"605-014-6218";1952-04-11 00:00:00,000;"M";1952
13;3;"Wayne David";2017-02-06 00:00:00,000;"430-935-8698";1952-06-12 00:00:00,000;"M";1952
14;3;"Colin Fernandez";2017-02-09 00:00:00,000;"703-178-5883";1952-08-13 00:00:00,000;"M";1952
15;3;"Holmes Blankenship";2017-02-12 00:00:00,000;"959-439-4036";1952-10-15 00:00:00,000;"M";1952
16;3;"Ali French";2017-02-15 00:00:00,000;"169-057-5893";1952-12-16 00:00:00,000;"M";1952
17;3;"Josiah Burton";2017-02-17 00:00:00,000;"373-811-5424";1953-02-16 00:00:00,000;"M";1953
18;3;"Drew Skinner";2017-02-20 00:00:00,000;"981-655-9539";1953-04-19 00:00:00,000;"M";1953
19;3;"Henry Wilcox";2017-02-23 00:00:00,000;"833-172-4578";1953-06-20 00:00:00,000;"M";1953
20;3;"Nathan Riggs";2017-02-26 00:00:00,000;"639-354-7929";1953-08-21 00:00:00,000;"M";1953
21;3;"Mufutau Rosa";2017-02-28 00:00:00,000;"097-053-2704";1953-10-22 00:00:00,000;"M";1953
22;3;"Channing Larson";2017-03-03 00:00:00,000;"238-527-1012";1953-12-23 00:00:00,000;"M";1953
23;3;"Raphael Watkins";2017-03-06 00:00:00,000;"865-048-2894";1954-02-24 00:00:00,000;"M";1954
24;3;"Avram Cooper";2017-03-09 00:00:00,000;"411-854-0502";1954-04-27 00:00:00,000;"M";1954
25;3;"Drake Valentine";2017-03-11 00:00:00,000;"160-817-8375";1954-06-28 00:00:00,000;"M";1954
26;3;"Samuel Gallagher";2017-03-14 00:00:00,000;"237-244-8752";1954-08-29 00:00:00,000;"M";1954
27;3;"Adrian Carlson";2017-03-17 00:00:00,000;"975-791-8098";1954-10-30 00:00:00,000;"M";1954
28;3;"Harding Jarvis";2017-03-20 00:00:00,000;"423-612-1809";1954-12-31 00:00:00,000;"M";1954
29;3;"Jackson Buckley";2017-03-22 00:00:00,000;"957-710-5308";1955-03-03 00:00:00,000;"M";1955
30;3;"Wing Bush";2017-03-25 00:00:00,000;"507-966-0978";1955-05-05 00:00:00,000;"M";1955
31;3;"Hedley Dorsey";2017-03-28 00:00:00,000;"295-623-3357";1955-07-06 00:00:00,000;"M";1955
32;3;"Griffith Lindsay";2017-03-31 00:00:00,000;"769-005-9211";1955-09-06 00:00:00,000;"M";1955
33;3;"Mason Stout";2017-04-02 00:00:00,000;"030-445-7648";1955-11-07 00:00:00,000;"M";1955
34;3;"Murphy Mckee";2017-04-05 00:00:00,000;"264-090-3648";1956-01-08 00:00:00,000;"M";1956
35;3;"Colton Ford";2017-04-08 00:00:00,000;"671-939-9911";1956-03-10 00:00:00,000;"M";1956
36;3;"Beck Pearson";2017-04-11 00:00:00,000;"845-486-0693";1956-05-11 00:00:00,000;"M";1956
37;3;"Noble Christensen";2017-04-13 00:00:00,000;"758-964-2500";1956-07-12 00:00:00,000;"M";1956
38;3;"Xanthus Puckett";2017-04-16 00:00:00,000;"436-942-8673";1956-09-13 00:00:00,000;"M";1956
39;3;"Hakeem Bowers";2017-04-19 00:00:00,000;"913-873-5817";1956-11-14 00:00:00,000;"M";1956
40;3;"Lucas Copeland";2017-04-22 00:00:00,000;"180-267-4872";1957-01-15 00:00:00,000;"M";1957
41;3;"Harrison Cash";2017-04-25 00:00:00,000;"094-153-0253";1957-03-18 00:00:00,000;"M";1957
42;3;"Todd Mckay";2017-04-27 00:00:00,000;"679-008-0050";1957-05-19 00:00:00,000;"M";1957
43;3;"Caldwell Rosales";2017-04-30 00:00:00,000;"357-852-2866";1957-07-20 00:00:00,000;"M";1957
44;3;"Ciaran Owens";2017-05-03 00:00:00,000;"979-597-2939";1957-09-20 00:00:00,000;"M";1957
45;3;"Harper Figueroa";2017-05-06 00:00:00,000;"203-603-4571";1957-11-22 00:00:00,000;"M";1957
46;3;"Zephania Yates";2017-05-08 00:00:00,000;"029-550-1237";1958-01-23 00:00:00,000;"M";1958
47;3;"Caleb Miranda";2017-05-11 00:00:00,000;"807-423-0633";1958-03-26 00:00:00,000;"M";1958
48;3;"Simon Armstrong";2017-05-14 00:00:00,000;"654-978-8530";1958-05-27 00:00:00,000;"M";1958
49;3;"Dale Holmes";2017-05-17 00:00:00,000;"424-044-2556";1958-07-28 00:00:00,000;"M";1958
50;3;"Elton Lester";2017-05-19 00:00:00,000;"017-112-7662";1958-09-28 00:00:00,000;"M";1958
51;3;"Valentine Joseph";2017-05-22 00:00:00,000;"805-407-8672";1958-11-29 00:00:00,000;"M";1958
52;3;"Drake Ochoa";2017-05-25 00:00:00,000;"710-304-2797";1959-01-30 00:00:00,000;"M";1959
53;3;"Robert Salas";2017-05-28 00:00:00,000;"787-654-2964";1959-04-03 00:00:00,000;"M";1959
54;3;"Ferris Kidd";2017-05-30 00:00:00,000;"383-139-9577";1959-06-04 00:00:00,000;"M";1959
55;3;"Justin Hart";2017-06-02 00:00:00,000;"119-751-3976";1959-08-05 00:00:00,000;"M";1959
